,车次,等级,始发站,始发时间,经过站,经过站到达时间,经过站发车时间,终到站,到达时间,duration,arrival
590,G53,高速,石家庄,15:49,上海虹桥,当天22:05,22:05,上海虹桥,22:05,376,1325
592,G575,高速,长沙南,14:51,上海虹桥,当天20:46,20:46,上海虹桥,20:46,355,1246
595,G578,高速,长沙南,14:51,上海虹桥,当天20:46,20:46,上海虹桥,20:46,355,1246
596,G597,高速,武汉,15:00,上海虹桥,当天18:55,18:55,上海虹桥,18:55,235,1135
599,G600,高速,武汉,15:00,上海虹桥,当天18:55,18:55,上海虹桥,18:55,235,1135
600,G675,高速,武汉,13:35,上海虹桥,当天18:08,18:08,上海虹桥,18:08,273,1088
603,G678,高速,武汉,13:35,上海虹桥,当天18:08,18:08,上海虹桥,18:08,273,1088
604,G7,高速,北京南,10:00,上海虹桥,当天14:28,14:28,上海虹桥,14:28,268,868
605,G7101,高速,南京,6:12,上海虹桥,当天08:19,8:19,上海虹桥,8:19,127,499
607,G7103,高速,南京南,7:19,上海虹桥,当天09:25,9:25,上海虹桥,9:25,126,565
609,G7105,高速,南京,8:40,上海虹桥,当天10:44,10:44,上海虹桥,10:44,124,644
611,G7107,高速,南京,9:10,上海虹桥,当天11:18,11:18,上海虹桥,11:18,128,678
613,G7109,高速,南京,9:55,上海虹桥,当天12:00,12:00,上海虹桥,12:00,125,720
615,G7111,高速,南京,10:29,上海虹桥,当天12:28,12:28,上海虹桥,12:28,119,748
617,G7113,高速,南京,10:55,上海虹桥,当天12:51,12:51,上海虹桥,12:51,116,771
619,G7115,高速,南京,13:33,上海虹桥,当天15:35,15:35,上海虹桥,15:35,122,935
621,G7117,高速,南京,14:41,上海虹桥,当天16:44,16:44,上海虹桥,16:44,123,1004
623,G7119,高速,南京,16:18,上海虹桥,当天18:26,18:26,上海虹桥,18:26,128,1106
625,G7121,高速,南京,17:05,上海虹桥,当天18:57,18:57,上海虹桥,18:57,112,1137
627,G7123,高速,南京,18:33,上海虹桥,当天20:51,20:51,上海虹桥,20:51,138,1251
629,G7125,高速,南京,19:48,上海虹桥,当天21:52,21:52,上海虹桥,21:52,124,1312
631,G7127,高速,南京南,13:24,上海虹桥,当天15:30,15:30,上海虹桥,15:30,126,930
633,G7129,高速,南京南,6:48,上海虹桥,当天08:51,8:51,上海虹桥,8:51,123,531
635,G7131,高速,安庆,10:30,上海虹桥,当天14:29,14:29,上海虹桥,14:29,239,869
638,G7134,高速,安庆,10:30,上海虹桥,当天14:29,14:29,上海虹桥,14:29,239,869
639,G7135,高速,安庆,12:17,上海虹桥,当天16:21,16:21,上海虹桥,16:21,244,981
642,G7138,高速,安庆,12:17,上海虹桥,当天16:21,16:21,上海虹桥,16:21,244,981
643,G7139,高速,安庆,13:08,上海虹桥,当天17:21,17:21,上海虹桥,17:21,253,1041
646,G7142,高速,安庆,13:08,上海虹桥,当天17:21,17:21,上海虹桥,17:21,253,1041
647,G7143,高速,安庆,13:52,上海虹桥,当天17:52,17:52,上海虹桥,17:52,240,1072
650,G7146,高速,安庆,13:52,上海虹桥,当天17:52,17:52,上海虹桥,17:52,240,1072
651,G7147,高速,安庆,7:03,上海虹桥,当天11:06,11:06,上海虹桥,11:06,243,666
654,G7150,高速,安庆,7:03,上海虹桥,当天11:06,11:06,上海虹桥,11:06,243,666
657,G7155,高速,六安,16:16,上海虹桥,当天20:00,20:00,上海虹桥,20:00,224,1200
660,G7158,高速,六安,16:16,上海虹桥,当天20:00,20:00,上海虹桥,20:00,224,1200
661,G7159,高速,六安,8:55,上海虹桥,当天12:43,12:43,上海虹桥,12:43,228,763
662,G7162,高速,六安,8:55,上海虹桥,当天12:43,12:43,上海虹桥,12:43,228,763
663,G7163,高速,亳州南,18:17,上海虹桥,当天23:08,23:08,上海虹桥,23:08,291,1388
666,G7166,高速,亳州南,18:17,上海虹桥,当天23:08,23:08,上海虹桥,23:08,291,1388
667,G7167,高速,池州,7:35,上海虹桥,当天11:39,11:39,上海虹桥,11:39,244,699
670,G7170,高速,池州,7:35,上海虹桥,当天11:39,11:39,上海虹桥,11:39,244,699
671,G7171,高速,合肥南,14:01,上海虹桥,当天17:06,17:06,上海虹桥,17:06,185,1026
673,G7174,高速,合肥南,14:01,上海虹桥,当天17:06,17:06,上海虹桥,17:06,185,1026
675,G7181,高速,亳州南,7:38,上海虹桥,当天12:31,12:31,上海虹桥,12:31,293,751
678,G7184,高速,亳州南,7:38,上海虹桥,当天12:31,12:31,上海虹桥,12:31,293,751
679,G7185,高速,亳州南,7:00,上海虹桥,当天10:41,10:41,上海虹桥,10:41,221,641
682,G7188,高速,亳州南,7:00,上海虹桥,当天10:41,10:41,上海虹桥,10:41,221,641
687,G7195,高速,六安,13:07,上海虹桥,当天16:03,16:03,上海虹桥,16:03,176,963
690,G7198,高速,六安,13:07,上海虹桥,当天16:03,16:03,上海虹桥,16:03,176,963
693,G7304,高速,黄山北,9:22,上海虹桥,当天12:22,12:22,上海虹桥,12:22,180,742
695,G7306,高速,黄山北,9:32,上海虹桥,当天12:39,12:39,上海虹桥,12:39,187,759
697,G7308,高速,黄山北,13:03,上海虹桥,当天15:46,15:46,上海虹桥,15:46,163,946
698,G7310,高速,黄山北,15:59,上海虹桥,当天18:53,18:53,上海虹桥,18:53,174,1133
700,G7312,高速,黄山北,16:25,上海虹桥,当天19:09,19:09,上海虹桥,19:09,164,1149
708,G7320,高速,黄山北,11:48,上海虹桥,当天14:18,14:18,上海虹桥,14:18,150,858
710,G7322,高速,平阳,12:14,上海虹桥,当天15:42,15:42,上海虹桥,15:42,208,942
712,G7324,高速,温州南,8:55,上海虹桥,当天12:44,12:44,上海虹桥,12:44,229,764
714,G7326,高速,温州南,13:03,上海虹桥,当天16:29,16:29,上海虹桥,16:29,206,989
715,G7330,高速,温州南,6:32,上海虹桥,当天10:15,10:15,上海虹桥,10:15,223,615
717,G7332,高速,苍南,7:51,上海虹桥,当天11:51,11:51,上海虹桥,11:51,240,711
719,G7334,高速,温州南,11:24,上海虹桥,当天15:08,15:08,上海虹桥,15:08,224,908
721,G7336,高速,苍南,14:03,上海虹桥,当天17:53,17:53,上海虹桥,17:53,230,1073
723,G7338,高速,平阳,17:25,上海虹桥,当天21:28,21:28,上海虹桥,21:28,243,1288
725,G7340,高速,温州南,18:34,上海虹桥,当天22:04,22:04,上海虹桥,22:04,210,1324
727,G7344,高速,瑞安,6:34,上海虹桥,当天09:57,9:57,上海虹桥,9:57,203,597
729,G7348,高速,丽水,11:19,上海虹桥,当天14:04,14:04,上海虹桥,14:04,165,844
733,G7352,高速,宜兴,14:23,上海虹桥,当天16:59,16:59,上海虹桥,16:59,156,1019
734,G7353,高速,宜兴,14:23,上海虹桥,当天16:59,16:59,上海虹桥,16:59,156,1019
736,G7356,高速,溧阳,7:05,上海虹桥,当天09:43,9:43,上海虹桥,9:43,158,583
737,G7357,高速,溧阳,7:05,上海虹桥,当天09:43,9:43,上海虹桥,9:43,158,583
741,G7364,高速,江山,7:39,上海虹桥,当天10:36,10:36,上海虹桥,10:36,177,636
743,G7366,高速,江山,18:46,上海虹桥,当天21:10,21:10,上海虹桥,21:10,144,1270
745,G7368,高速,乐清,7:58,上海虹桥,当天12:00,12:00,上海虹桥,12:00,242,720
746,G7369,高速,乐清,7:58,上海虹桥,当天12:00,12:00,上海虹桥,12:00,242,720
756,G7382,高速,衢州,7:15,上海虹桥,当天09:53,9:53,上海虹桥,9:53,158,593
765,G7392,高速,南京南,7:33,上海虹桥,当天11:01,11:01,上海虹桥,11:01,208,661
766,G7393,高速,南京南,7:33,上海虹桥,当天11:01,11:01,上海虹桥,11:01,208,661
769,G7396,高速,南京南,18:23,上海虹桥,当天21:24,21:24,上海虹桥,21:24,181,1284
770,G7397,高速,南京南,18:23,上海虹桥,当天21:24,21:24,上海虹桥,21:24,181,1284
773,G7400,高速,金华南,6:14,上海虹桥,当天08:17,8:17,上海虹桥,8:17,123,497
779,G7462,高速,温州南,19:49,上海虹桥,当天23:07,23:07,上海虹桥,23:07,198,1387
785,G7502,高速,宁波,7:04,上海虹桥,当天09:29,9:29,上海虹桥,9:29,145,569
787,G7504,高速,温州南,6:29,上海虹桥,当天10:20,10:20,上海虹桥,10:20,231,620
789,G7506,高速,温州南,7:36,上海虹桥,当天11:36,11:36,上海虹桥,11:36,240,696
791,G7508,高速,台州,9:25,上海虹桥,当天12:27,12:27,上海虹桥,12:27,182,747
793,G7510,高速,宁波,11:24,上海虹桥,当天13:27,13:27,上海虹桥,13:27,123,807
795,G7512,高速,宁波,12:28,上海虹桥,当天14:37,14:37,上海虹桥,14:37,129,877
796,G7514,高速,宁波,13:14,上海虹桥,当天15:20,15:20,上海虹桥,15:20,126,920
798,G7516,高速,苍南,11:46,上海虹桥,当天16:11,16:11,上海虹桥,16:11,265,971
800,G7518,高速,宁波,15:28,上海虹桥,当天17:25,17:25,上海虹桥,17:25,117,1045
804,G7522,高速,宁波,17:40,上海虹桥,当天19:54,19:54,上海虹桥,19:54,134,1194
805,G7524,高速,宁波,18:14,上海虹桥,当天20:17,20:17,上海虹桥,20:17,123,1217
808,G7528,高速,温州南,18:38,上海虹桥,当天22:32,22:32,上海虹桥,22:32,234,1352
810,G7530,高速,宁海,6:57,上海虹桥,当天09:38,9:38,上海虹桥,9:38,161,578
811,G7532,高速,三门县,7:45,上海虹桥,当天10:40,10:40,上海虹桥,10:40,175,640
813,G7534,高速,奉化,6:32,上海虹桥,当天08:44,8:44,上海虹桥,8:44,132,524
815,G7536,高速,温州南,19:22,上海虹桥,当天23:18,23:18,上海虹桥,23:18,236,1398
818,G7540,高速,苍南,8:20,上海虹桥,当天13:09,13:09,上海虹桥,13:09,289,789
820,G7542,高速,台州,11:48,上海虹桥,当天15:16,15:16,上海虹桥,15:16,208,916
823,G7546,高速,温州南,11:20,上海虹桥,当天15:32,15:32,上海虹桥,15:32,252,932
825,G7550,高速,平阳,14:18,上海虹桥,当天19:31,19:31,上海虹桥,19:31,313,1171
827,G7552,高速,千岛湖,6:11,上海虹桥,当天08:22,8:22,上海虹桥,8:22,131,502
829,G7554,高速,千岛湖,6:43,上海虹桥,当天09:01,9:01,上海虹桥,9:01,138,541
831,G7556,高速,杭州东,6:48,上海虹桥,当天08:03,8:03,上海虹桥,8:03,75,483
833,G7558,高速,杭州东,6:59,上海虹桥,当天08:12,8:12,上海虹桥,8:12,73,492
835,G7560,高速,杭州东,15:29,上海虹桥,当天16:25,16:25,上海虹桥,16:25,56,985
864,G7787,高速,界首南,7:05,上海虹桥,当天11:09,11:09,上海虹桥,11:09,244,669
867,G7790,高速,界首南,7:05,上海虹桥,当天11:09,11:09,上海虹桥,11:09,244,669
872,G86,高速,广州南,8:00,上海虹桥,当天14:48,14:48,上海虹桥,14:48,408,888
873,G9,高速,北京南,12:00,上海虹桥,当天16:36,16:36,上海虹桥,16:36,276,996
874,G9271,高速,安庆,10:49,上海虹桥,当天15:30,15:30,上海虹桥,15:30,281,930
875,G9274,高速,安庆,10:49,上海虹桥,当天15:30,15:30,上海虹桥,15:30,281,930
879,G9310,高速,杭州东,17:40,上海虹桥,当天18:53,18:53,上海虹桥,18:53,73,1133
880,G9411,高速,淮北,13:51,上海虹桥,当天17:25,17:25,上海虹桥,17:25,214,1045
882,G9414,高速,淮北,13:51,上海虹桥,当天17:25,17:25,上海虹桥,17:25,214,1045
883,G9415,高速,蚌埠南,15:49,上海虹桥,当天18:21,18:21,上海虹桥,18:21,152,1101
885,G9467,高速,徐州东,5:52,上海虹桥,当天08:59,8:59,上海虹桥,8:59,187,539
887,G9471,高速,阜阳西,17:23,上海虹桥,当天21:31,21:31,上海虹桥,21:31,248,1291
888,G9474,高速,阜阳西,17:23,上海虹桥,当天21:31,21:31,上海虹桥,21:31,248,1291
